Tanggal,Tahun,Bulan,Nama_Bulan,Komoditas,Negara_Tujuan,Nilai_Ekspor_USD,Volume_Ton
2023-12-31,2023,12,December,Kerajinan Rotan,Thailand,71145.11,40.96
2023-12-31,2023,12,December,Kerajinan Rotan,Korea Selatan,54972.68,20.3
2023-12-31,2023,12,December,Minyak Kelapa,Tiongkok,39785.95,25.32
2023-12-31,2023,12,December,Minyak Kelapa,Malaysia,81510.14,76.62
2023-12-31,2023,12,December,Minyak Kelapa,Jepang,31477.49,22.49
2023-12-31,2023,12,December,Minyak Kelapa,Amerika Serikat,59568.96,28.02
2023-12-31,2023,12,December,Minyak Kelapa,Singapura,32992.78,18.17
2023-12-31,2023,12,December,Minyak Kelapa,Vietnam,59120.43,24.59
2023-12-31,2023,12,December,Minyak Kelapa,Thailand,68017.22,68.01
2023-12-31,2023,12,December,Minyak Kelapa,Korea Selatan,50698.22,18.06
2023-12-31,2023,12,December,Produk Olahan,Tiongkok,119672.62,45.68
2023-12-31,2023,12,December,Produk Olahan,Malaysia,32293.55,13.03
2023-12-31,2023,12,December,Produk Olahan,Jepang,77015.16,35.97
2023-12-31,2023,12,December,Produk Olahan,Amerika Serikat,47381.78,21.55
2023-12-31,2023,12,December,Produk Olahan,Singapura,70267.92,60.99
2023-12-31,2023,12,December,Produk Olahan,Vietnam,56817.16,21.99
2023-12-31,2023,12,December,Produk Olahan,Thailand,56771.17,19.68
2023-12-31,2023,12,December,Produk Olahan,Korea Selatan,34798.66,33.24
2024-01-31,2024,1,January,Kakao,Tiongkok,294276.63,62.18
2024-01-31,2024,1,January,Kakao,Malaysia,141754.53,62.2
2024-01-31,2024,1,January,Kakao,Jepang,238487.24,85.2
2024-01-31,2024,1,January,Kakao,Amerika Serikat,346307.1,107.96
2024-01-31,2024,1,January,Kakao,Singapura,140655.19,33.41
2024-01-31,2024,1,January,Kakao,Vietnam,88613.96,18.52
2024-01-31,2024,1,January,Kakao,Thailand,170739.53,55.05
2024-01-31,2024,1,January,Kakao,Korea Selatan,92432.57,26.5
2024-01-31,2024,1,January,Besi dan Baja,Tiongkok,292609.72,71.6
2024-01-31,2024,1,January,Besi dan Baja,Malaysia,460954.06,132.55
2024-01-31,2024,1,January,Besi dan Baja,Jepang,227372.73,67.86
2024-01-31,2024,1,January,Besi dan Baja,Amerika Serikat,220759.11,103.79
2024-01-31,2024,1,January,Besi dan Baja,Singapura,178852.11,61.41
2024-01-31,2024,1,January,Besi dan Baja,Vietnam,155329.2,56.97
2024-01-31,2024,1,January,Besi dan Baja,Thailand,274308.3,114.82
2024-01-31,2024,1,January,Besi dan Baja,Korea Selatan,231049.68,56.88
2024-01-31,2024,1,January,Kelapa,Tiongkok,157780.07,144.82
2024-01-31,2024,1,January,Kelapa,Malaysia,89943.27,69.61
2024-01-31,2024,1,January,Kelapa,Jepang,87227.56,42.68
2024-01-31,2024,1,January,Kelapa,Amerika Serikat,83893.03,34.4
2024-01-31,2024,1,January,Kelapa,Singapura,53767.89,25.82
2024-01-31,2024,1,January,Kelapa,Vietnam,55294.4,30.12
2024-01-31,2024,1,January,Kelapa,Thailand,120988.65,102.86
2024-01-31,2024,1,January,Kelapa,Korea Selatan,121007.03,54.46
2024-01-31,2024,1,January,Jagung,Tiongkok,60094.51,41.65
2024-01-31,2024,1,January,Jagung,Malaysia,76065.04,36.63
2024-01-31,2024,1,January,Jagung,Jepang,104650.14,37.32
2024-01-31,2024,1,January,Jagung,Amerika Serikat,66574.5,23.06
2024-01-31,2024,1,January,Jagung,Singapura,34953.32,17.56
2024-01-31,2024,1,January,Jagung,Vietnam,39819.68,15.95
2024-01-31,2024,1,January,Jagung,Thailand,25854.99,10.5
2024-01-31,2024,1,January,Jagung,Korea Selatan,34204.11,22.36
2024-01-31,2024,1,January,Produk Perikanan,Tiongkok,161056.93,92.79
2024-01-31,2024,1,January,Produk Perikanan,Malaysia,69438.27,26.6
2024-01-31,2024,1,January,Produk Perikanan,Jepang,105559.45,43.07
2024-01-31,2024,1,January,Produk Perikanan,Amerika Serikat,141461.35,63.37
2024-01-31,2024,1,January,Produk Perikanan,Singapura,62206.98,21.57
2024-01-31,2024,1,January,Produk Perikanan,Vietnam,66107.67,39.46
2024-01-31,2024,1,January,Produk Perikanan,Thailand,101437.39,40.07
2024-01-31,2024,1,January,Produk Perikanan,Korea Selatan,93582.78,52.78
2024-01-31,2024,1,January,Kerajinan Rotan,Tiongkok,76189.78,25.81
2024-01-31,2024,1,January,Kerajinan Rotan,Malaysia,66522.39,28.33
2024-01-31,2024,1,January,Kerajinan Rotan,Jepang,68038.65,26.96
2024-01-31,2024,1,January,Kerajinan Rotan,Amerika Serikat,108730.91,43.41
2024-01-31,2024,1,January,Kerajinan Rotan,Singapura,47468.67,17.5
2024-01-31,2024,1,January,Kerajinan Rotan,Vietnam,31836.55,11.56
2024-01-31,2024,1,January,Kerajinan Rotan,Thailand,20828.32,8.08
2024-01-31,2024,1,January,Kerajinan Rotan,Korea Selatan,25723.16,9.5
2024-01-31,2024,1,January,Minyak Kelapa,Tiongkok,68985.56,25.93
2024-01-31,2024,1,January,Minyak Kelapa,Malaysia,39085.97,24.9
2024-01-31,2024,1,January,Minyak Kelapa,Jepang,64671.62,24.77
2024-01-31,2024,1,January,Minyak Kelapa,Amerika Serikat,54254.49,21.18
2024-01-31,2024,1,January,Minyak Kelapa,Singapura,13702.2,4.99
2024-01-31,2024,1,January,Minyak Kelapa,Vietnam,28413.59,11.89
2024-01-31,2024,1,January,Minyak Kelapa,Thailand,57166.7,35.82
2024-01-31,2024,1,January,Minyak Kelapa,Korea Selatan,31403.51,14.56
2024-01-31,2024,1,January,Produk Olahan,Tiongkok,84756.11,30.78
2024-01-31,2024,1,January,Produk Olahan,Malaysia,47038.27,24.44
2024-01-31,2024,1,January,Produk Olahan,Jepang,81377.5,27.15
2024-01-31,2024,1,January,Produk Olahan,Amerika Serikat,58971.56,33.58
2024-01-31,2024,1,January,Produk Olahan,Singapura,13746.23,7.16
2024-01-31,2024,1,January,Produk Olahan,Vietnam,13479.2,5.68
2024-01-31,2024,1,January,Produk Olahan,Thailand,43475.27,27.14
2024-01-31,2024,1,January,Produk Olahan,Korea Selatan,40631.31,27.74
2024-02-29,2024,2,February,Kakao,Tiongkok,136391.26,38.69
2024-02-29,2024,2,February,Kakao,Malaysia,251794.93,59.08
2024-02-29,2024,2,February,Kakao,Jepang,197825.46,89.41
2024-02-29,2024,2,February,Kakao,Amerika Serikat,143014.4,39.92
2024-02-29,2024,2,February,Kakao,Singapura,257289.54,70.54
2024-02-29,2024,2,February,Kakao,Vietnam,161662.57,33.35
2024-02-29,2024,2,February,Kakao,Thailand,119197.39,26.3
2024-02-29,2024,2,February,Kakao,Korea Selatan,201442.68,45.08
2024-02-29,2024,2,February,Besi dan Baja,Tiongkok,362456.22,126.21
2024-02-29,2024,2,February,Besi dan Baja,Malaysia,230252.52,55.13
2024-02-29,2024,2,February,Besi dan Baja,Jepang,110264.85,26.6
2024-02-29,2024,2,February,Besi dan Baja,Amerika Serikat,147415.82,54.35
2024-02-29,2024,2,February,Besi dan Baja,Singapura,252372.04,118.28
2024-02-29,2024,2,February,Besi dan Baja,Vietnam,246973.3,83.17
2024-02-29,2024,2,February,Besi dan Baja,Thailand,177078.31,45.65
2024-02-29,2024,2,February,Besi dan Baja,Korea Selatan,133566.55,29.17
2024-02-29,2024,2,February,Kelapa,Tiongkok,119410.25,43.54
2024-02-29,2024,2,February,Kelapa,Malaysia,86249.58,36.43
2024-02-29,2024,2,February,Kelapa,Jepang,145259.29,73.59
2024-02-29,2024,2,February,Kelapa,Amerika Serikat,178477.85,62.59
2024-02-29,2024,2,February,Kelapa,Singapura,85708.79,49.82
2024-02-29,2024,2,February,Kelapa,Vietnam,91233.63,32.96
2024-02-29,2024,2,February,Kelapa,Thailand,148276.79,56.37
2024-02-29,2024,2,February,Kelapa,Korea Selatan,101873.73,65.31
2024-02-29,2024,2,February,Jagung,Tiongkok,32323.72,20.43
2024-02-29,2024,2,February,Jagung,Malaysia,104349.52,37.29
2024-02-29,2024,2,February,Jagung,Jepang,13678.46,9.97
2024-02-29,2024,2,February,Jagung,Amerika Serikat,36466.71,18.21
2024-02-29,2024,2,February,Jagung,Singapura,38329.1,28.22
2024-02-29,2024,2,February,Jagung,Vietnam,42573.92,21.39
2024-02-29,2024,2,February,Jagung,Thailand,76805.88,53.73
2024-02-29,2024,2,February,Jagung,Korea Selatan,72378.62,34.24
2024-02-29,2024,2,February,Produk Perikanan,Tiongkok,93387.37,48.45
2024-02-29,2024,2,February,Produk Perikanan,Malaysia,124267.26,78.83
2024-02-29,2024,2,February,Produk Perikanan,Jepang,89592.65,43.39
2024-02-29,2024,2,February,Produk Perikanan,Amerika Serikat,109396.69,48.67
2024-02-29,2024,2,February,Produk Perikanan,Singapura,83952.76,34.4
2024-02-29,2024,2,February,Produk Perikanan,Vietnam,79505.49,48.34
2024-02-29,2024,2,February,Produk Perikanan,Thailand,104877.28,44.75
2024-02-29,2024,2,February,Produk Perikanan,Korea Selatan,68838.52,24.75
2024-02-29,2024,2,February,Kerajinan Rotan,Tiongkok,97844.08,33.76
2024-02-29,2024,2,February,Kerajinan Rotan,Malaysia,127679.56,73.96
2024-02-29,2024,2,February,Kerajinan Rotan,Jepang,51605.83,27.42
2024-02-29,2024,2,February,Kerajinan Rotan,Amerika Serikat,80054.47,74.99
2024-02-29,2024,2,February,Kerajinan Rotan,Singapura,23972.18,14.17
2024-02-29,2024,2,February,Kerajinan Rotan,Vietnam,37222.73,22.31
2024-02-29,2024,2,February,Kerajinan Rotan,Thailand,22540.03,21.13
2024-02-29,2024,2,February,Kerajinan Rotan,Korea Selatan,89794.54,72.92
2024-02-29,2024,2,February,Minyak Kelapa,Tiongkok,97772.42,42.98
2024-02-29,2024,2,February,Minyak Kelapa,Malaysia,101839.34,83.9
2024-02-29,2024,2,February,Minyak Kelapa,Jepang,80507.15,37.04
2024-02-29,2024,2,February,Minyak Kelapa,Amerika Serikat,21857.43,9.18
2024-02-29,2024,2,February,Minyak Kelapa,Singapura,40072.13,23.84
2024-02-29,2024,2,February,Minyak Kelapa,Vietnam,81358.46,40.84
2024-02-29,2024,2,February,Minyak Kelapa,Thailand,32771.61,27.2
2024-02-29,2024,2,February,Minyak Kelapa,Korea Selatan,15508.1,8.81
2024-02-29,2024,2,February,Produk Olahan,Tiongkok,74549.17,29.99
2024-02-29,2024,2,February,Produk Olahan,Malaysia,42485.2,27.44
2024-02-29,2024,2,February,Produk Olahan,Jepang,32129.23,25.34
2024-02-29,2024,2,February,Produk Olahan,Amerika Serikat,76560.5,56.24
2024-02-29,2024,2,February,Produk Olahan,Singapura,36820.86,14.26
2024-02-29,2024,2,February,Produk Olahan,Vietnam,20745.62,8.37
2024-02-29,2024,2,February,Produk Olahan,Thailand,30525.58,17.43
2024-02-29,2024,2,February,Produk Olahan,Korea Selatan,34390.32,23.18
2024-03-31,2024,3,March,Kakao,Tiongkok,136371.4,31.59
2024-03-31,2024,3,March,Kakao,Malaysia,186474.53,47.08
2024-03-31,2024,3,March,Kakao,Jepang,360664.77,103.62
2024-03-31,2024,3,March,Kakao,Amerika Serikat,342823.99,83.63
2024-03-31,2024,3,March,Kakao,Singapura,438231.0,189.45
2024-03-31,2024,3,March,Kakao,Vietnam,416707.21,102.54
2024-03-31,2024,3,March,Kakao,Thailand,306272.19,119.11
2024-03-31,2024,3,March,Kakao,Korea Selatan,131856.19,41.61
2024-03-31,2024,3,March,Besi dan Baja,Tiongkok,299480.0,100.13
2024-03-31,2024,3,March,Besi dan Baja,Malaysia,431277.83,201.27
2024-03-31,2024,3,March,Besi dan Baja,Jepang,142625.83,34.91
2024-03-31,2024,3,March,Besi dan Baja,Amerika Serikat,268918.23,94.08
2024-03-31,2024,3,March,Besi dan Baja,Singapura,307859.59,149.77
2024-03-31,2024,3,March,Besi dan Baja,Vietnam,110499.37,32.02
2024-03-31,2024,3,March,Besi dan Baja,Thailand,168990.68,70.52
2024-03-31,2024,3,March,Besi dan Baja,Korea Selatan,259610.27,59.72
2024-03-31,2024,3,March,Kelapa,Tiongkok,129143.63,92.16
2024-03-31,2024,3,March,Kelapa,Malaysia,72832.76,48.6
2024-03-31,2024,3,March,Kelapa,Jepang,123825.0,58.26
2024-03-31,2024,3,March,Kelapa,Amerika Serikat,77987.23,34.15
2024-03-31,2024,3,March,Kelapa,Singapura,82688.35,54.76
2024-03-31,2024,3,March,Kelapa,Vietnam,47456.37,29.46
2024-03-31,2024,3,March,Kelapa,Thailand,47619.56,33.1
2024-03-31,2024,3,March,Kelapa,Korea Selatan,120784.16,63.22
2024-03-31,2024,3,March,Jagung,Tiongkok,55835.89,42.31
2024-03-31,2024,3,March,Jagung,Malaysia,63896.94,22.06
2024-03-31,2024,3,March,Jagung,Jepang,56211.88,33.91
2024-03-31,2024,3,March,Jagung,Amerika Serikat,20008.49,12.3
2024-03-31,2024,3,March,Jagung,Singapura,45491.23,23.93
2024-03-31,2024,3,March,Jagung,Vietnam,37283.0,21.11
2024-03-31,2024,3,March,Jagung,Thailand,73749.8,39.28
2024-03-31,2024,3,March,Jagung,Korea Selatan,70509.56,38.03
2024-03-31,2024,3,March,Produk Perikanan,Tiongkok,92578.12,37.22
2024-03-31,2024,3,March,Produk Perikanan,Malaysia,151977.85,59.33
2024-03-31,2024,3,March,Produk Perikanan,Jepang,119059.94,45.79
2024-03-31,2024,3,March,Produk Perikanan,Amerika Serikat,65349.82,65.01
2024-03-31,2024,3,March,Produk Perikanan,Singapura,63159.81,29.94
2024-03-31,2024,3,March,Produk Perikanan,Vietnam,106007.52,69.95
2024-03-31,2024,3,March,Produk Perikanan,Thailand,74442.79,37.26
2024-03-31,2024,3,March,Produk Perikanan,Korea Selatan,70375.42,52.54
2024-03-31,2024,3,March,Kerajinan Rotan,Tiongkok,104263.08,54.17
2024-03-31,2024,3,March,Kerajinan Rotan,Malaysia,109935.58,86.12
2024-03-31,2024,3,March,Kerajinan Rotan,Jepang,70714.33,50.19
2024-03-31,2024,3,March,Kerajinan Rotan,Amerika Serikat,28352.63,22.21
2024-03-31,2024,3,March,Kerajinan Rotan,Singapura,48550.69,18.92
2024-03-31,2024,3,March,Kerajinan Rotan,Vietnam,42873.46,18.07
2024-03-31,2024,3,March,Kerajinan Rotan,Thailand,27148.12,11.93
2024-03-31,2024,3,March,Kerajinan Rotan,Korea Selatan,16508.34,6.11
2024-03-31,2024,3,March,Minyak Kelapa,Tiongkok,51461.18,21.66
2024-03-31,2024,3,March,Minyak Kelapa,Malaysia,58858.1,54.9
2024-03-31,2024,3,March,Minyak Kelapa,Jepang,43037.6,35.48
2024-03-31,2024,3,March,Minyak Kelapa,Amerika Serikat,69630.36,48.24
2024-03-31,2024,3,March,Minyak Kelapa,Singapura,25682.54,8.61
2024-03-31,2024,3,March,Minyak Kelapa,Vietnam,43954.99,15.42
2024-03-31,2024,3,March,Minyak Kelapa,Thailand,89163.71,30.8
2024-03-31,2024,3,March,Minyak Kelapa,Korea Selatan,30216.0,13.32
2024-03-31,2024,3,March,Produk Olahan,Tiongkok,129911.13,95.46
2024-03-31,2024,3,March,Produk Olahan,Malaysia,51663.77,38.23
2024-03-31,2024,3,March,Produk Olahan,Jepang,79893.21,41.4
2024-03-31,2024,3,March,Produk Olahan,Amerika Serikat,99026.0,55.07
2024-03-31,2024,3,March,Produk Olahan,Singapura,40225.56,22.53
2024-03-31,2024,3,March,Produk Olahan,Vietnam,83163.33,39.89
2024-03-31,2024,3,March,Produk Olahan,Thailand,19103.91,13.43
2024-03-31,2024,3,March,Produk Olahan,Korea Selatan,14621.85,9.71
2024-04-30,2024,4,April,Kakao,Tiongkok,156036.05,55.85
2024-04-30,2024,4,April,Kakao,Malaysia,427316.42,89.45
2024-04-30,2024,4,April,Kakao,Jepang,296993.11,61.99
2024-04-30,2024,4,April,Kakao,Amerika Serikat,203450.71,85.04
2024-04-30,2024,4,April,Kakao,Singapura,290625.89,66.52
2024-04-30,2024,4,April,Kakao,Vietnam,288512.86,58.18
2024-04-30,2024,4,April,Kakao,Thailand,119431.47,26.63
2024-04-30,2024,4,April,Kakao,Korea Selatan,355824.63,73.04
2024-04-30,2024,4,April,Besi dan Baja,Tiongkok,339551.72,100.42
2024-04-30,2024,4,April,Besi dan Baja,Malaysia,305084.71,78.04
2024-04-30,2024,4,April,Besi dan Baja,Jepang,308686.86,118.94
2024-04-30,2024,4,April,Besi dan Baja,Amerika Serikat,344872.03,100.63
2024-04-30,2024,4,April,Besi dan Baja,Singapura,268538.77,67.41
2024-04-30,2024,4,April,Besi dan Baja,Vietnam,367287.0,147.64
2024-04-30,2024,4,April,Besi dan Baja,Thailand,152905.72,74.78
2024-04-30,2024,4,April,Besi dan Baja,Korea Selatan,180543.16,43.1
2024-04-30,2024,4,April,Kelapa,Tiongkok,163753.61,54.89
2024-04-30,2024,4,April,Kelapa,Malaysia,151956.05,123.46
2024-04-30,2024,4,April,Kelapa,Jepang,146700.67,84.54
2024-04-30,2024,4,April,Kelapa,Amerika Serikat,122933.23,53.64
2024-04-30,2024,4,April,Kelapa,Singapura,51248.17,23.86
2024-04-30,2024,4,April,Kelapa,Vietnam,86115.82,74.43
2024-04-30,2024,4,April,Kelapa,Thailand,80096.19,61.15
2024-04-30,2024,4,April,Kelapa,Korea Selatan,98542.58,34.38
2024-04-30,2024,4,April,Jagung,Tiongkok,85851.92,85.0
2024-04-30,2024,4,April,Jagung,Malaysia,34228.95,12.13
2024-04-30,2024,4,April,Jagung,Jepang,34852.14,17.14
2024-04-30,2024,4,April,Jagung,Amerika Serikat,27123.73,12.34
2024-04-30,2024,4,April,Jagung,Singapura,18543.04,10.63
2024-04-30,2024,4,April,Jagung,Vietnam,51127.47,27.7
2024-04-30,2024,4,April,Jagung,Thailand,30675.45,10.68
2024-04-30,2024,4,April,Jagung,Korea Selatan,64650.67,23.23
2024-04-30,2024,4,April,Produk Perikanan,Tiongkok,92279.74,57.97
2024-04-30,2024,4,April,Produk Perikanan,Malaysia,77303.85,29.46
2024-04-30,2024,4,April,Produk Perikanan,Jepang,139604.6,116.29
2024-04-30,2024,4,April,Produk Perikanan,Amerika Serikat,100363.41,37.7
2024-04-30,2024,4,April,Produk Perikanan,Singapura,35872.24,20.55
2024-04-30,2024,4,April,Produk Perikanan,Vietnam,87236.14,30.77
2024-04-30,2024,4,April,Produk Perikanan,Thailand,102070.61,102.02
2024-04-30,2024,4,April,Produk Perikanan,Korea Selatan,49335.85,29.79
2024-04-30,2024,4,April,Kerajinan Rotan,Tiongkok,28827.89,13.03
2024-04-30,2024,4,April,Kerajinan Rotan,Malaysia,99725.61,80.1
2024-04-30,2024,4,April,Kerajinan Rotan,Jepang,16564.15,8.87
2024-04-30,2024,4,April,Kerajinan Rotan,Amerika Serikat,88603.61,40.09
2024-04-30,2024,4,April,Kerajinan Rotan,Singapura,47243.73,39.91
2024-04-30,2024,4,April,Kerajinan Rotan,Vietnam,91626.99,34.31
2024-04-30,2024,4,April,Kerajinan Rotan,Thailand,60170.45,49.89
2024-04-30,2024,4,April,Kerajinan Rotan,Korea Selatan,11307.22,7.04
2024-04-30,2024,4,April,Minyak Kelapa,Tiongkok,76584.34,32.53
2024-04-30,2024,4,April,Minyak Kelapa,Malaysia,77203.98,26.83
2024-04-30,2024,4,April,Minyak Kelapa,Jepang,15388.7,6.63
2024-04-30,2024,4,April,Minyak Kelapa,Amerika Serikat,32609.96,19.62
2024-04-30,2024,4,April,Minyak Kelapa,Singapura,47188.23,25.1
2024-04-30,2024,4,April,Minyak Kelapa,Vietnam,51869.32,29.23
2024-04-30,2024,4,April,Minyak Kelapa,Thailand,26506.95,15.6
2024-04-30,2024,4,April,Minyak Kelapa,Korea Selatan,56424.87,24.18
2024-04-30,2024,4,April,Produk Olahan,Tiongkok,77529.51,36.21
2024-04-30,2024,4,April,Produk Olahan,Malaysia,76191.92,38.41
2024-04-30,2024,4,April,Produk Olahan,Jepang,79748.02,65.41
2024-04-30,2024,4,April,Produk Olahan,Amerika Serikat,31668.09,27.94
2024-04-30,2024,4,April,Produk Olahan,Singapura,74628.16,66.58
2024-04-30,2024,4,April,Produk Olahan,Vietnam,28858.94,14.64
2024-04-30,2024,4,April,Produk Olahan,Thailand,71502.59,31.52
2024-04-30,2024,4,April,Produk Olahan,Korea Selatan,61710.94,38.0
2024-05-31,2024,5,May,Kakao,Tiongkok,498681.83,135.71
2024-05-31,2024,5,May,Kakao,Malaysia,314476.62,149.73
2024-05-31,2024,5,May,Kakao,Jepang,276088.83,92.79
2024-05-31,2024,5,May,Kakao,Amerika Serikat,469339.38,197.71
2024-05-31,2024,5,May,Kakao,Singapura,350570.4,72.43
2024-05-31,2024,5,May,Kakao,Vietnam,152563.77,48.88
2024-05-31,2024,5,May,Kakao,Thailand,149902.84,39.22
2024-05-31,2024,5,May,Kakao,Korea Selatan,376606.5,179.65
2024-05-31,2024,5,May,Besi dan Baja,Tiongkok,479329.08,112.03
2024-05-31,2024,5,May,Besi dan Baja,Malaysia,376763.94,78.76
2024-05-31,2024,5,May,Besi dan Baja,Jepang,210509.16,103.08
2024-05-31,2024,5,May,Besi dan Baja,Amerika Serikat,173024.87,75.15
2024-05-31,2024,5,May,Besi dan Baja,Singapura,169121.94,81.09
2024-05-31,2024,5,May,Besi dan Baja,Vietnam,92495.24,21.98
2024-05-31,2024,5,May,Besi dan Baja,Thailand,329406.8,70.41
2024-05-31,2024,5,May,Besi dan Baja,Korea Selatan,306187.34,151.88
2024-05-31,2024,5,May,Kelapa,Tiongkok,192601.21,69.03
2024-05-31,2024,5,May,Kelapa,Malaysia,98248.76,35.25
2024-05-31,2024,5,May,Kelapa,Jepang,128464.9,107.1
2024-05-31,2024,5,May,Kelapa,Amerika Serikat,64596.6,44.56
2024-05-31,2024,5,May,Kelapa,Singapura,98394.42,43.95
2024-05-31,2024,5,May,Kelapa,Vietnam,47389.73,18.85
2024-05-31,2024,5,May,Kelapa,Thailand,132918.17,69.21
2024-05-31,2024,5,May,Kelapa,Korea Selatan,76761.22,37.45
2024-05-31,2024,5,May,Jagung,Tiongkok,64801.28,25.41
2024-05-31,2024,5,May,Jagung,Malaysia,41696.38,27.5
2024-05-31,2024,5,May,Jagung,Jepang,53298.69,36.51
2024-05-31,2024,5,May,Jagung,Amerika Serikat,74443.95,31.51
2024-05-31,2024,5,May,Jagung,Singapura,54540.89,19.56
2024-05-31,2024,5,May,Jagung,Vietnam,61266.52,26.98
2024-05-31,2024,5,May,Jagung,Thailand,68788.42,44.43
2024-05-31,2024,5,May,Jagung,Korea Selatan,50494.03,45.34
2024-05-31,2024,5,May,Produk Perikanan,Tiongkok,149741.11,70.84
2024-05-31,2024,5,May,Produk Perikanan,Malaysia,134050.73,125.97
2024-05-31,2024,5,May,Produk Perikanan,Jepang,139992.7,76.35
2024-05-31,2024,5,May,Produk Perikanan,Amerika Serikat,62845.28,43.57
2024-05-31,2024,5,May,Produk Perikanan,Singapura,83674.88,31.06
2024-05-31,2024,5,May,Produk Perikanan,Vietnam,81595.06,37.46
2024-05-31,2024,5,May,Produk Perikanan,Thailand,73574.24,55.06
2024-05-31,2024,5,May,Produk Perikanan,Korea Selatan,90389.14,30.51
2024-05-31,2024,5,May,Kerajinan Rotan,Tiongkok,80860.64,55.95
2024-05-31,2024,5,May,Kerajinan Rotan,Malaysia,61108.12,37.28
2024-05-31,2024,5,May,Kerajinan Rotan,Jepang,39657.83,37.01
2024-05-31,2024,5,May,Kerajinan Rotan,Amerika Serikat,47617.12,40.07
2024-05-31,2024,5,May,Kerajinan Rotan,Singapura,16726.27,7.52
2024-05-31,2024,5,May,Kerajinan Rotan,Vietnam,56668.64,54.44
2024-05-31,2024,5,May,Kerajinan Rotan,Thailand,59688.22,24.49
2024-05-31,2024,5,May,Kerajinan Rotan,Korea Selatan,76742.81,38.64
2024-05-31,2024,5,May,Minyak Kelapa,Tiongkok,94921.82,40.16
2024-05-31,2024,5,May,Minyak Kelapa,Malaysia,42121.9,18.74
2024-05-31,2024,5,May,Minyak Kelapa,Jepang,16076.12,15.62
2024-05-31,2024,5,May,Minyak Kelapa,Amerika Serikat,68685.28,32.18
2024-05-31,2024,5,May,Minyak Kelapa,Singapura,17901.67,9.23
2024-05-31,2024,5,May,Minyak Kelapa,Vietnam,43855.6,19.49
2024-05-31,2024,5,May,Minyak Kelapa,Thailand,74237.09,36.42
2024-05-31,2024,5,May,Minyak Kelapa,Korea Selatan,34975.28,12.59
2024-05-31,2024,5,May,Produk Olahan,Tiongkok,53162.38,48.06
2024-05-31,2024,5,May,Produk Olahan,Malaysia,54534.66,37.4
2024-05-31,2024,5,May,Produk Olahan,Jepang,89098.69,33.4
2024-05-31,2024,5,May,Produk Olahan,Amerika Serikat,61835.08,31.73
2024-05-31,2024,5,May,Produk Olahan,Singapura,71219.85,56.92
2024-05-31,2024,5,May,Produk Olahan,Vietnam,35331.98,17.7
2024-05-31,2024,5,May,Produk Olahan,Thailand,47696.12,37.27
2024-05-31,2024,5,May,Produk Olahan,Korea Selatan,24116.97,17.62
2024-06-30,2024,6,June,Kakao,Tiongkok,512995.82,156.29
2024-06-30,2024,6,June,Kakao,Malaysia,467065.78,115.67
2024-06-30,2024,6,June,Kakao,Jepang,271446.69,86.78
2024-06-30,2024,6,June,Kakao,Amerika Serikat,339381.23,74.63
2024-06-30,2024,6,June,Kakao,Singapura,157462.57,65.37
2024-06-30,2024,6,June,Kakao,Vietnam,217762.12,105.93
2024-06-30,2024,6,June,Kakao,Thailand,180861.05,37.78
2024-06-30,2024,6,June,Kakao,Korea Selatan,290899.34,111.7
2024-06-30,2024,6,June,Besi dan Baja,Tiongkok,307875.4,122.35
2024-06-30,2024,6,June,Besi dan Baja,Malaysia,235164.46,94.87
2024-06-30,2024,6,June,Besi dan Baja,Jepang,275108.51,109.97
2024-06-30,2024,6,June,Besi dan Baja,Amerika Serikat,276195.4,56.05
2024-06-30,2024,6,June,Besi dan Baja,Singapura,153718.63,41.42
2024-06-30,2024,6,June,Besi dan Baja,Vietnam,260715.61,67.41
2024-06-30,2024,6,June,Besi dan Baja,Thailand,243460.32,107.08
2024-06-30,2024,6,June,Besi dan Baja,Korea Selatan,242596.28,49.56
2024-06-30,2024,6,June,Kelapa,Tiongkok,67083.0,32.08
2024-06-30,2024,6,June,Kelapa,Malaysia,152849.69,110.16
2024-06-30,2024,6,June,Kelapa,Jepang,119404.71,71.88
2024-06-30,2024,6,June,Kelapa,Amerika Serikat,103276.95,39.73
2024-06-30,2024,6,June,Kelapa,Singapura,125752.87,75.51
2024-06-30,2024,6,June,Kelapa,Vietnam,57538.04,27.5
2024-06-30,2024,6,June,Kelapa,Thailand,75742.94,46.29
2024-06-30,2024,6,June,Kelapa,Korea Selatan,143769.62,108.9
2024-06-30,2024,6,June,Jagung,Tiongkok,126565.31,121.72
2024-06-30,2024,6,June,Jagung,Malaysia,43096.56,39.87
2024-06-30,2024,6,June,Jagung,Jepang,93069.95,90.93
2024-06-30,2024,6,June,Jagung,Amerika Serikat,46307.02,16.86
2024-06-30,2024,6,June,Jagung,Singapura,62115.6,26.32
2024-06-30,2024,6,June,Jagung,Vietnam,61581.06,23.27
2024-06-30,2024,6,June,Jagung,Thailand,40927.92,22.79
2024-06-30,2024,6,June,Jagung,Korea Selatan,41824.69,23.65
2024-06-30,2024,6,June,Produk Perikanan,Tiongkok,228080.93,193.74
2024-06-30,2024,6,June,Produk Perikanan,Malaysia,142596.85,63.45
2024-06-30,2024,6,June,Produk Perikanan,Jepang,84321.72,45.31
2024-06-30,2024,6,June,Produk Perikanan,Amerika Serikat,100789.31,35.35
